timeGFP,GFPmean,GFPstd,timeRFP,RFPmean,RFPstd
135.1333333,1210.396724,191.0349209,135.1333333,74.46406922,24.38496063
140.0333333,874.7051399,151.8460906,140.0333333,103.3475487,35.38278605
145.0333333,946.6976626,166.2946413,145.0333333,167.1121881,51.77166273
150.0166667,1036.308914,195.4488997,150.0166667,204.5541129,60.48880637
155.0166667,895.1671373,162.5729721,155.0166667,260.947089,71.8002908
160.0333333,854.1716638,175.225226,160.0333333,324.3175935,95.09668177
165.0166667,719.1797048,140.241266,165.0166667,323.021964,88.86238722
170.0333333,774.2657321,163.0518181,170.0333333,368.7795494,103.8625741
175.0166667,780.5885286,174.3147402,175.0166667,428.7226942,117.5920783
180.0166667,575.9827617,131.9475528,180.0166667,385.6097384,106.2367216
185.0333333,712.3117638,169.6902309,185.0333333,433.1398401,117.1776688
190.0166667,746.1898658,195.9627722,190.0166667,370.0458324,105.56045
195.0166667,617.7655078,159.2575827,195.0166667,397.3980671,108.1359314
200.0166667,795.5573064,226.8495223,200.0166667,421.6131271,110.3722697
205.0333333,810.7813416,230.7593054,205.0333333,308.3145554,97.14026913
210.0166667,864.0104585,250.1394204,210.0166667,333.5675979,97.03819274
215.0166667,882.702472,263.4055944,215.0166667,374.8941214,97.45009332
220.0333333,640.6516644,187.0547804,220.0333333,279.6217919,75.42644554
225.0166667,745.1037746,236.9011918,225.0166667,298.910515,81.61198709
230.0333333,863.4745854,273.9160889,230.0333333,274.2431438,67.89958747
235.0166667,778.2925443,247.8810842,235.0166667,247.8704743,67.16852744
240.0166667,705.8352537,211.0130569,240.0166667,269.6533799,67.15444142
245.0166667,761.887759,209.5754466,245.0166667,260.0992156,66.20335082
250.0333333,641.4790081,189.4067752,250.0333333,284.6414119,65.23169758
255.0333333,593.9064147,191.6740381,255.0333333,323.2106822,71.36594224
260.0166667,544.5012838,160.54561,260.0166667,400.1626282,73.75577443
265.0333333,652.1381637,197.4562518,265.0333333,443.6088138,70.33476994
270.0166667,562.5967925,177.58849,270.0166667,530.2027011,76.43960314
275.0166667,651.9020919,197.2470523,275.0166667,590.9478481,81.06840456
280.0333333,500.9127233,152.7840445,280.0333333,677.4363805,100.4499569
285.0333333,618.651105,189.040751,285.0333333,662.5462256,91.87171614
290.0333333,439.818374,129.3225499,290.0333333,699.0782674,100.0655645
295.0333333,472.655615,147.2965823,295.0333333,795.8765506,116.2732709
300.0333333,448.7594704,140.7132811,300.0333333,831.7606147,117.0248307
305.0333333,472.949377,153.7265235,305.0333333,944.7813456,147.3102467
310.0333333,465.2424376,156.5866713,310.0333333,864.2030032,144.6363558
315.0333333,440.7796952,147.1015475,315.0333333,759.675988,121.8954486
320.0166667,573.4531649,201.3903936,320.0166667,884.8792317,144.3116571
325.0166667,577.949946,207.011729,325.0166667,815.2131976,139.5063467
330.0333333,451.6077034,151.8294031,330.0333333,698.8067188,118.491683
335.0166667,555.9910974,188.7110581,335.0166667,706.8087379,117.0922294
340.0166667,487.2338006,157.9418826,340.0166667,635.5758024,110.1068341
345.0333333,494.2508569,160.4106983,345.0333333,607.5360204,107.9882147
350.0333333,567.395048,187.080227,350.0333333,603.0943462,105.2414235
355.0333333,466.7357504,151.475418,355.0333333,488.6658287,81.29419906
360.0333333,483.8938629,160.6994608,360.0333333,549.6598876,88.30104106
365.0333333,533.3728635,181.7813724,365.0333333,563.8943668,89.52441554
370.0333333,538.5128174,173.3845966,370.0333333,469.0781864,66.81420571
375.0166667,452.4879292,145.4629202,375.0166667,554.3663939,89.90759488
380.0166667,392.0385815,117.2423374,380.0166667,545.568818,85.91680247
385.0166667,381.1884371,111.0834437,385.0166667,624.7285902,102.9213453
390.0166667,458.2388692,130.0023759,390.0166667,773.7600892,135.4430215
395.0333333,329.2049553,88.85513452,395.0333333,663.7895915,107.358972
400.0166667,379.0735029,96.3164294,400.0166667,965.4974299,183.5925856
405.0333333,431.8934356,108.2461539,405.0333333,988.7245426,185.6293505
410.0333333,458.9990859,102.3280943,410.0333333,1012.143346,194.673144
415.0333333,382.193725,97.46440042,415.0333333,1169.213871,257.1857489
420.0333333,403.8306336,87.83172017,420.0333333,1068.796298,213.6976727
425.0333333,358.7231895,76.3907423,425.0333333,1128.609676,225.4967843
430.0333333,405.5478078,90.57727287,430.0333333,1112.613797,220.511002
435.0333333,411.4612298,90.32198283,435.0333333,834.920805,166.4003683
440.0333333,352.2652282,81.5548158,440.0333333,1084.495969,218.725572
445.0166667,389.9272097,99.47312089,445.0166667,964.6234596,183.6837683
450.0333333,369.036476,96.02393514,450.0333333,913.1739011,169.5299171
455.0333333,470.0998851,127.0786444,455.0333333,940.1524902,181.6992659
460.0333333,424.5251172,116.5331377,460.0333333,867.2354887,167.3586341
465.0166667,368.3460577,99.98423654,465.0166667,787.2346778,144.5975597
470.0166667,454.1073312,123.7150956,470.0166667,779.0329369,147.9021707
475.0333333,479.4232323,139.060312,475.0333333,667.0742919,114.2825399
480.0333333,401.1479101,115.047579,480.0333333,661.0355886,108.0939022
485.0333333,420.5416443,125.0951527,485.0333333,580.5760536,83.08551543
490.0333333,328.9014417,94.91199355,490.0333333,612.2573971,76.82500029
495.0333333,343.6386643,96.73951421,495.0333333,643.0159776,66.94314205
500.0333333,395.6107664,114.3525163,500.0333333,769.5595173,84.48939942
505.0166667,315.9124857,84.99725818,505.0166667,769.2850733,87.86302148
510.0166667,347.4207359,96.88252129,510.0166667,762.7242469,106.3915485
515.0333333,353.0539913,94.29367264,515.0333333,1048.343362,160.8096715
520.0333333,318.7575155,79.33943635,520.0333333,1061.660398,175.6593215
525.0333333,330.2080787,83.25363365,525.0333333,1175.420554,210.8382749
530.0166667,295.3541982,67.70333373,530.0166667,1214.831584,210.3083879
535.0166667,263.5681739,59.87755555,535.0166667,1303.400899,236.1793114
540.0166667,344.4082302,79.95804253,540.0166667,1236.029399,225.1715697
545.0166667,295.7067593,68.28010244,545.0166667,1402.554187,248.1154069
550.0333333,302.8399771,72.11393155,550.0333333,1222.724079,230.2215533
555.0333333,334.7260821,77.44196388,555.0333333,1444.001983,272.706593
560.0333333,285.5061262,62.09891718,560.0333333,1341.383383,246.5133924
565.0333333,367.0550835,90.93211199,565.0333333,1341.415126,231.8401947
570.0333333,431.2804552,107.5977109,570.0333333,1132.995164,207.2955316
575.0333333,325.4382822,91.96946835,575.0333333,1150.830103,206.3697882
580.0166667,297.4253049,78.75440249,580.0166667,1015.22728,194.5541963
585.0333333,313.9560077,83.9806073,585.0333333,995.2645377,195.8278361
590.0166667,365.9781385,99.77283187,590.0166667,1014.080706,208.7446768
595.0166667,373.6402585,101.3910788,595.0166667,893.2243795,186.6266827
600.0166667,336.8250466,94.13579647,600.0166667,848.9766893,167.5095094
605.0333333,344.5135659,101.2736867,605.0333333,876.8521121,179.1525901
610.0333333,365.6610028,105.679681,610.0333333,875.2252003,176.257223
615.0333333,306.6635669,90.32814485,615.0333333,875.5987009,181.9936099
620.0166667,367.3486588,112.649619,620.0166667,1004.972391,198.7211705
625.0333333,258.3008818,74.44391385,625.0333333,945.8109646,178.1350623
630.0166667,256.9516733,69.89022582,630.0166667,1038.10307,192.3253421
635.0333333,286.5736756,82.55091068,635.0333333,1076.606623,194.94768
640.0166667,262.6398121,72.36716648,640.0166667,1187.08157,218.043202
645.0166667,290.0136654,78.74074239,645.0166667,1199.076539,231.3193157
650.0333333,349.7642302,97.11360492,650.0333333,1374.758918,277.7692569
655.0333333,347.6991182,87.86685439,655.0333333,1449.922794,293.0632017
660.0333333,297.1363717,73.42478125,660.0333333,1537.637985,313.8104262
665.0333333,377.7513392,94.48687882,665.0333333,1495.341987,300.2512066
670.0333333,295.1743273,76.29621301,670.0333333,1556.3537,332.7054787
675.0166667,231.4683385,62.86699687,675.0166667,1134.607568,265.2310933
680.0166667,283.4560298,83.11825352,680.0166667,1429.584377,315.1143833
685.0166667,305.9958422,97.55812471,685.0166667,1313.296068,299.7217715
690.0166667,372.1804671,125.7115009,690.0166667,1229.38214,287.4886199
695.0166667,340.8168847,116.1456613,695.0166667,1167.483459,275.2980765
700.0333333,411.8283032,142.6296709,700.0333333,1202.613783,292.9999103
705.0166667,408.8964436,142.0423473,705.0166667,1146.712749,268.2007431
710.0333333,304.6372679,104.539704,710.0333333,956.4315277,240.533018
715.0333333,269.5868478,89.65235395,715.0333333,947.7640713,225.9956874
720.0166667,383.6957865,125.3367755,720.0166667,908.673147,211.6553325
725.0333333,297.6923601,95.68812688,725.0333333,947.7695975,212.7682773
730.0333333,332.7540934,111.0996674,730.0333333,904.3649857,193.3987063
735.0166667,257.2769381,84.33432647,735.0166667,867.7050258,167.9383056
740.0166667,308.6769864,103.0665127,740.0166667,799.9453396,145.3870065
745.0166667,295.9363079,96.70264996,745.0166667,872.0212195,136.8789534
750.0166667,255.55394,83.46871749,750.0166667,1115.184015,152.2008527
755.0166667,237.6997195,71.78151288,755.0166667,1204.96935,159.3007852
760.0333333,226.7111812,62.55808231,760.0333333,1318.628746,196.5114895
765.0333333,237.1260556,65.87933751,765.0333333,1650.118008,264.8045571
770.0166667,204.5826147,56.3278061,770.0166667,1515.673244,268.2690443
775.0333333,217.9354107,54.8913311,775.0333333,1779.316779,323.0446633
780.0333333,280.6323486,71.19000929,780.0333333,2232.914346,391.9004342
785.0333333,264.6615656,67.92545647,785.0333333,2113.496168,399.7204119
790.0166667,223.4518116,51.92181568,790.0166667,2405.453386,442.0979504
795.0333333,273.9985634,59.57213113,795.0333333,2077.150147,382.8856391
800.0166667,286.7579862,60.45466196,800.0166667,2711.436927,482.6110385
805.0166667,208.1062073,44.10524441,805.0166667,2725.504514,504.2552982
810.0333333,243.8021214,51.9713379,810.0333333,3074.906395,576.6704952
815.0166667,226.2207711,50.24323729,815.0166667,2592.718352,535.3219226
820.0166667,205.0434175,43.57070852,820.0166667,2889.396619,583.8042897
825.0166667,199.2937825,44.58809203,825.0166667,3052.342091,633.5975445
830.0333333,234.6882511,55.81034547,830.0333333,3278.267027,687.0991069
835.0333333,205.5750981,48.15504935,835.0333333,2800.632139,630.8042439
840.0333333,222.9711623,50.59189452,840.0333333,3119.309643,650.0263918
845.0333333,197.5370448,44.10724228,845.0333333,3632.684617,707.695615
850.0166667,247.5595051,64.3290916,850.0166667,3989.559338,817.4564882
855.0333333,184.8677583,45.32840572,855.0333333,3639.11268,810.9899271
860.0333333,210.7693704,55.62683886,860.0333333,3943.601639,877.4899071
865.0333333,163.8110745,44.68398327,865.0333333,3037.722717,757.8580971
870.0333333,192.2902159,52.44813027,870.0333333,3832.91897,850.3556462
875.0333333,223.5328714,58.58740764,875.0333333,4322.611677,884.4150256
880.0333333,169.5081201,43.64107648,880.0333333,3310.422998,774.4246057
885.0166667,188.3342556,49.93444774,885.0166667,3779.446152,828.7899644
890.0333333,226.0946499,60.15249706,890.0333333,4203.83401,892.9488973
895.0166667,228.4869561,64.57472369,895.0166667,3963.342641,870.0947245
900.0166667,185.3042605,50.33598594,900.0166667,4063.644733,915.2817242
905.0166667,239.6258749,73.22843856,905.0166667,4476.175836,1055.622698
910.0166667,188.4227973,52.13467866,910.0166667,3834.74117,940.7519737
915.0333333,194.0530006,53.69387869,915.0333333,4247.018078,995.002336
920.0166667,166.5875298,44.20576971,920.0166667,3595.585723,876.7424619
925.0333333,198.9624759,55.72887014,925.0333333,4200.678666,970.9009013
930.0333333,198.8447229,53.81847801,930.0333333,3807.090981,884.4636117
935.0166667,211.9425664,54.56289933,935.0166667,3728.083974,854.204905
940.0333333,176.9328351,42.30138126,940.0333333,3997.837439,869.7768909
945.0333333,221.1128599,54.78194225,945.0333333,4725.748111,981.3661042
950.0166667,182.2162011,44.55550392,950.0166667,4247.331108,888.1344958
